model,user_id,time_window_days,profile_type,total_claims,unsupported_claims,unsupported_claim_rate,claimed_genres,unsupported_genres,claimed_countries,unsupported_countries,claimed_years,unsupported_years,claimed_artists,unsupported_artists,genre_token_coverage
llama,user_000024,365,rec_optimized,15,5,0.3333333333333333,15,5,0,0,0,0,0,0,0.6923076923076923
llama,user_000025,30,user_facing,15,7,0.4666666666666667,10,5,0,0,0,0,5,2,0.14285714285714285
llama,user_000025,30,rec_optimized,11,3,0.2727272727272727,11,3,0,0,0,0,0,0,0.17142857142857143
llama,user_000025,90,user_facing,27,9,0.3333333333333333,22,7,0,0,0,0,5,2,0.34285714285714286
llama,user_000025,90,rec_optimized,0,0,0.0,0,0,0,0,0,0,0,0,0.0
llama,user_000025,180,user_facing,13,2,0.15384615384615385,9,2,0,0,0,0,4,0,0.17142857142857143
llama,user_000025,180,rec_optimized,14,2,0.14285714285714285,14,2,0,0,0,0,0,0,0.2857142857142857
llama,user_000025,365,user_facing,10,2,0.2,9,1,0,0,0,0,1,1,0.2
llama,user_000025,365,rec_optimized,23,4,0.17391304347826086,8,3,0,0,0,0,15,1,0.17142857142857143
llama,user_000029,30,user_facing,2,1,0.5,2,1,0,0,0,0,0,0,0.12
llama,user_000029,30,rec_optimized,13,5,0.38461538461538464,11,3,0,0,0,0,2,2,0.28
llama,user_000029,90,user_facing,8,2,0.25,5,1,2,0,0,0,1,1,0.18181818181818182
llama,user_000029,90,rec_optimized,12,4,0.3333333333333333,11,3,0,0,0,0,1,1,0.3181818181818182
llama,user_000029,180,user_facing,17,5,0.29411764705882354,9,3,0,0,0,0,8,2,0.21739130434782608
llama,user_000029,180,rec_optimized,20,11,0.55,19,10,0,0,0,0,1,1,0.30434782608695654
llama,user_000029,365,user_facing,9,1,0.1111111111111111,8,0,0,0,0,0,1,1,0.30434782608695654
llama,user_000029,365,rec_optimized,9,1,0.1111111111111111,8,0,0,0,0,0,1,1,0.2608695652173913
llama,user_000030,30,user_facing,23,9,0.391304347826087,21,7,0,0,0,0,2,2,0.35714285714285715
llama,user_000030,30,rec_optimized,0,0,0.0,0,0,0,0,0,0,0,0,0.0
llama,user_000030,90,user_facing,6,2,0.3333333333333333,6,2,0,0,0,0,0,0,0.14285714285714285
llama,user_000030,90,rec_optimized,21,13,0.6190476190476191,20,12,0,0,0,0,1,1,0.2857142857142857
llama,user_000030,180,user_facing,33,12,0.36363636363636365,23,9,0,0,0,0,10,3,0.5714285714285714
llama,user_000030,180,rec_optimized,0,0,0.0,0,0,0,0,0,0,0,0,0.0
llama,user_000030,365,user_facing,8,4,0.5,8,4,0,0,0,0,0,0,0.14285714285714285
llama,user_000030,365,rec_optimized,14,5,0.35714285714285715,12,5,2,0,0,0,0,0,0.32142857142857145
llama,user_000031,30,user_facing,9,4,0.4444444444444444,8,3,0,0,0,0,1,1,0.17073170731707318
llama,user_000031,30,rec_optimized,32,12,0.375,23,11,0,0,0,0,9,1,0.34146341463414637
llama,user_000031,90,user_facing,1,1,1.0,0,0,0,0,0,0,1,1,0.05
llama,user_000031,90,rec_optimized,19,8,0.42105263157894735,19,8,0,0,0,0,0,0,0.3
llama,user_000031,180,user_facing,10,4,0.4,10,4,0,0,0,0,0,0,0.2682926829268293
llama,user_000031,180,rec_optimized,26,13,0.5,25,12,0,0,0,0,1,1,0.36585365853658536
llama,user_000031,365,user_facing,16,5,0.3125,16,5,0,0,0,0,0,0,0.3170731707317073
llama,user_000031,365,rec_optimized,22,11,0.5,20,9,0,0,0,0,2,2,0.3170731707317073
llama,user_000033,30,user_facing,1,1,1.0,1,1,0,0,0,0,0,0,0.0
llama,user_000033,30,rec_optimized,21,9,0.42857142857142855,20,9,0,0,0,0,1,0,0.42857142857142855
llama,user_000033,90,user_facing,8,3,0.375,7,3,0,0,0,0,1,0,0.19230769230769232
llama,user_000033,90,rec_optimized,19,6,0.3157894736842105,19,6,0,0,0,0,0,0,0.5769230769230769
llama,user_000033,180,user_facing,5,2,0.4,4,2,1,0,0,0,0,0,0.11538461538461539
llama,user_000033,180,rec_optimized,18,8,0.4444444444444444,15,7,1,0,0,0,2,1,0.3076923076923077
llama,user_000033,365,user_facing,12,5,0.4166666666666667,11,5,0,0,0,0,1,0,0.2692307692307692
llama,user_000033,365,rec_optimized,13,5,0.38461538461538464,12,4,0,0,0,0,1,1,0.34615384615384615
llama,user_000035,30,user_facing,14,5,0.35714285714285715,13,4,0,0,0,0,1,1,0.2777777777777778
llama,user_000035,30,rec_optimized,13,3,0.23076923076923078,12,3,1,0,0,0,0,0,0.2777777777777778
llama,user_000035,90,user_facing,14,2,0.14285714285714285,10,1,1,0,2,0,1,1,0.2631578947368421
llama,user_000035,90,rec_optimized,14,5,0.35714285714285715,10,2,0,0,2,1,2,2,0.23684210526315788
llama,user_000035,180,user_facing,10,3,0.3,7,1,1,0,0,0,2,2,0.17142857142857143
llama,user_000035,180,rec_optimized,13,3,0.23076923076923078,10,1,1,0,0,0,2,2,0.3142857142857143
llama,user_000035,365,user_facing,8,1,0.125,3,0,1,0,0,0,4,1,0.11428571428571428
llama,user_000035,365,rec_optimized,19,3,0.15789473684210525,11,2,1,0,1,0,6,1,0.2571428571428571
llama,user_000036,30,user_facing,17,6,0.35294117647058826,11,4,0,0,0,0,6,2,0.18421052631578946
llama,user_000036,30,rec_optimized,18,7,0.3888888888888889,16,5,0,0,0,0,2,2,0.23684210526315788
llama,user_000036,90,user_facing,3,2,0.6666666666666666,2,1,0,0,0,0,1,1,0.02631578947368421
llama,user_000036,90,rec_optimized,19,3,0.15789473684210525,14,2,3,1,0,0,2,0,0.2631578947368421
llama,user_000036,180,user_facing,7,1,0.14285714285714285,6,0,0,0,0,0,1,1,0.16216216216216217
llama,user_000036,180,rec_optimized,11,1,0.09090909090909091,10,0,1,1,0,0,0,0,0.24324324324324326
llama,user_000036,365,user_facing,4,3,0.75,4,3,0,0,0,0,0,0,0.02702702702702703
llama,user_000036,365,rec_optimized,10,2,0.2,9,1,0,0,0,0,1,1,0.1891891891891892
llama,user_000037,30,user_facing,10,3,0.3,7,3,0,0,0,0,3,0,0.13513513513513514
llama,user_000037,30,rec_optimized,10,1,0.1,6,1,2,0,2,0,0,0,0.1891891891891892
llama,user_000037,90,user_facing,13,5,0.38461538461538464,11,5,0,0,0,0,2,0,0.23529411764705882
llama,user_000037,90,rec_optimized,15,7,0.4666666666666667,15,7,0,0,0,0,0,0,0.3235294117647059
llama,user_000037,180,user_facing,9,2,0.2222222222222222,5,2,0,0,0,0,4,0,0.125
llama,user_000037,180,rec_optimized,37,15,0.40540540540540543,34,15,0,0,2,0,1,0,0.71875
llama,user_000037,365,user_facing,13,3,0.23076923076923078,7,1,0,0,0,0,6,2,0.21875
llama,user_000037,365,rec_optimized,11,2,0.18181818181818182,7,1,0,0,0,0,4,1,0.28125
llama,user_000038,30,user_facing,7,1,0.14285714285714285,6,0,0,0,0,0,1,1,0.35294117647058826
llama,user_000038,30,rec_optimized,12,2,0.16666666666666666,12,2,0,0,0,0,0,0,0.5882352941176471
llama,user_000038,90,user_facing,12,5,0.4166666666666667,7,4,5,1,0,0,0,0,0.15
llama,user_000038,90,rec_optimized,14,4,0.2857142857142857,9,3,5,1,0,0,0,0,0.3
llama,user_000038,180,user_facing,3,1,0.3333333333333333,3,1,0,0,0,0,0,0,0.15
llama,user_000038,180,rec_optimized,9,2,0.2222222222222222,9,2,0,0,0,0,0,0,0.4
llama,user_000038,365,user_facing,6,1,0.16666666666666666,4,1,0,0,0,0,2,0,0.15
llama,user_000038,365,rec_optimized,11,3,0.2727272727272727,11,3,0,0,0,0,0,0,0.45
llama,user_000040,30,user_facing,7,2,0.2857142857142857,5,1,1,0,0,0,1,1,0.13333333333333333
llama,user_000040,30,rec_optimized,18,6,0.3333333333333333,13,3,0,0,2,0,3,3,0.36666666666666664
llama,user_000040,90,user_facing,6,2,0.3333333333333333,3,2,0,0,0,0,3,0,0.03225806451612903
llama,user_000040,90,rec_optimized,17,5,0.29411764705882354,16,4,1,1,0,0,0,0,0.41935483870967744
llama,user_000040,180,user_facing,9,3,0.3333333333333333,8,2,0,0,0,0,1,1,0.36363636363636365
llama,user_000040,180,rec_optimized,14,5,0.35714285714285715,14,5,0,0,0,0,0,0,0.45454545454545453
llama,user_000040,365,user_facing,14,5,0.35714285714285715,14,5,0,0,0,0,0,0,0.45454545454545453
llama,user_000040,365,rec_optimized,19,5,0.2631578947368421,17,5,1,0,0,0,1,0,0.5909090909090909
llama,user_000041,30,user_facing,5,1,0.2,5,1,0,0,0,0,0,0,0.14705882352941177
llama,user_000041,30,rec_optimized,13,5,0.38461538461538464,13,5,0,0,0,0,0,0,0.29411764705882354
llama,user_000041,90,user_facing,2,1,0.5,1,0,0,0,0,0,1,1,0.02857142857142857
llama,user_000041,90,rec_optimized,8,2,0.25,6,1,1,0,0,0,1,1,0.17142857142857143
llama,user_000041,180,user_facing,7,1,0.14285714285714285,2,0,4,0,0,0,1,1,0.07692307692307693
llama,user_000041,180,rec_optimized,9,2,0.2222222222222222,8,2,0,0,1,0,0,0,0.23076923076923078
llama,user_000041,365,user_facing,0,0,0.0,0,0,0,0,0,0,0,0,0.0
llama,user_000041,365,rec_optimized,37,7,0.1891891891891892,23,7,5,0,0,0,9,0,0.6538461538461539
llama,user_000044,30,user_facing,21,6,0.2857142857142857,16,3,0,0,0,0,5,3,0.3684210526315789
llama,user_000044,30,rec_optimized,16,2,0.125,13,2,0,0,0,0,3,0,0.34210526315789475
llama,user_000044,90,user_facing,7,0,0.0,4,0,0,0,0,0,3,0,0.15151515151515152
llama,user_000044,90,rec_optimized,30,12,0.4,26,12,0,0,0,0,4,0,0.42424242424242425
llama,user_000044,180,user_facing,12,3,0.25,5,2,0,0,0,0,7,1,0.18181818181818182
llama,user_000044,180,rec_optimized,26,6,0.23076923076923078,23,6,3,0,0,0,0,0,0.45454545454545453
llama,user_000044,365,user_facing,13,1,0.07692307692307693,5,1,2,0,0,0,6,0,0.15151515151515152
llama,user_000044,365,rec_optimized,9,4,0.4444444444444444,9,4,0,0,0,0,0,0,0.18181818181818182
llama,user_000046,30,user_facing,5,1,0.2,2,1,0,0,0,0,3,0,0.05714285714285714
llama,user_000046,30,rec_optimized,11,1,0.09090909090909091,11,1,0,0,0,0,0,0,0.17142857142857143
llama,user_000046,90,user_facing,8,1,0.125,7,0,0,0,0,0,1,1,0.23076923076923078
llama,user_000046,90,rec_optimized,30,4,0.13333333333333333,21,2,0,0,0,0,9,2,0.5384615384615384
llama,user_000046,180,user_facing,12,6,0.5,10,4,0,0,0,0,2,2,0.19230769230769232
llama,user_000046,180,rec_optimized,14,3,0.21428571428571427,14,3,0,0,0,0,0,0,0.34615384615384615
llama,user_000046,365,user_facing,10,1,0.1,10,1,0,0,0,0,0,0,0.2692307692307692
llama,user_000046,365,rec_optimized,17,3,0.17647058823529413,17,3,0,0,0,0,0,0,0.4230769230769231
llama,user_000053,30,user_facing,4,1,0.25,3,0,0,0,0,0,1,1,0.09090909090909091
llama,user_000053,30,rec_optimized,13,2,0.15384615384615385,12,1,0,0,0,0,1,1,0.2727272727272727
llama,user_000053,90,user_facing,3,0,0.0,3,0,0,0,0,0,0,0,0.07142857142857142
llama,user_000053,90,rec_optimized,15,7,0.4666666666666667,11,3,0,0,0,0,4,4,0.19047619047619047
llama,user_000053,180,user_facing,9,4,0.4444444444444444,7,2,0,0,0,0,2,2,0.125
llama,user_000053,180,rec_optimized,21,8,0.38095238095238093,19,6,0,0,0,0,2,2,0.35
llama,user_000053,365,user_facing,10,5,0.5,8,3,0,0,0,0,2,2,0.125
llama,user_000053,365,rec_optimized,24,8,0.3333333333333333,16,5,0,0,0,0,8,3,0.25
llama,user_000054,30,user_facing,11,2,0.18181818181818182,6,2,0,0,0,0,5,0,0.16
llama,user_000054,30,rec_optimized,10,3,0.3,10,3,0,0,0,0,0,0,0.28
llama,user_000054,90,user_facing,8,1,0.125,8,1,0,0,0,0,0,0,0.25
llama,user_000054,90,rec_optimized,16,6,0.375,16,6,0,0,0,0,0,0,0.375
llama,user_000054,180,user_facing,11,2,0.18181818181818182,6,0,0,0,0,0,5,2,0.24
llama,user_000054,180,rec_optimized,17,6,0.35294117647058826,13,5,0,0,0,0,4,1,0.36
llama,user_000054,365,user_facing,12,1,0.08333333333333333,7,1,0,0,0,0,5,0,0.24
llama,user_000054,365,rec_optimized,12,4,0.3333333333333333,7,1,2,0,2,2,1,1,0.24
llama,user_000055,30,user_facing,13,1,0.07692307692307693,3,1,0,0,0,0,10,0,0.05263157894736842
llama,user_000055,30,rec_optimized,15,3,0.2,11,2,2,0,1,0,1,1,0.2631578947368421
llama,user_000055,90,user_facing,5,0,0.0,3,0,0,0,0,0,2,0,0.09375
llama,user_000055,90,rec_optimized,7,1,0.14285714285714285,7,1,0,0,0,0,0,0,0.21875
llama,user_000055,180,user_facing,4,2,0.5,3,1,0,0,0,0,1,1,0.0625
llama,user_000055,180,rec_optimized,12,3,0.25,9,2,2,0,0,0,1,1,0.3125
llama,user_000055,365,user_facing,9,1,0.1111111111111111,7,1,2,0,0,0,0,0,0.1875
llama,user_000055,365,rec_optimized,14,3,0.21428571428571427,11,2,2,0,0,0,1,1,0.3125
llama,user_000056,30,user_facing,2,1,0.5,1,0,0,0,0,0,1,1,0.030303030303030304
llama,user_000056,30,rec_optimized,19,4,0.21052631578947367,19,4,0,0,0,0,0,0,0.42424242424242425
llama,user_000056,90,user_facing,10,0,0.0,9,0,1,0,0,0,0,0,0.3448275862068966
llama,user_000056,90,rec_optimized,15,1,0.06666666666666667,14,1,1,0,0,0,0,0,0.4827586206896552
llama,user_000056,180,user_facing,10,3,0.3,6,2,0,0,0,0,4,1,0.22727272727272727
llama,user_000056,180,rec_optimized,12,1,0.08333333333333333,9,1,0,0,0,0,3,0,0.4090909090909091
llama,user_000056,365,user_facing,8,0,0.0,3,0,4,0,0,0,1,0,0.13636363636363635
llama,user_000056,365,rec_optimized,10,2,0.2,7,1,1,0,0,0,2,1,0.3181818181818182
llama,user_000063,30,user_facing,12,6,0.5,12,6,0,0,0,0,0,0,0.22580645161290322
llama,user_000063,30,rec_optimized,21,6,0.2857142857142857,21,6,0,0,0,0,0,0,0.41935483870967744
llama,user_000063,90,user_facing,8,1,0.125,8,1,0,0,0,0,0,0,0.19230769230769232
llama,user_000063,90,rec_optimized,30,9,0.3,19,6,0,0,0,0,11,3,0.3076923076923077
llama,user_000063,180,user_facing,8,1,0.125,5,1,0,0,0,0,3,0,0.14285714285714285
llama,user_000063,180,rec_optimized,22,6,0.2727272727272727,22,6,0,0,0,0,0,0,0.42857142857142855
llama,user_000063,365,user_facing,3,2,0.6666666666666666,2,1,0,0,0,0,1,1,0.10714285714285714
llama,user_000063,365,rec_optimized,19,6,0.3157894736842105,19,6,0,0,0,0,0,0,0.32142857142857145
llama,user_000064,30,user_facing,6,2,0.3333333333333333,5,1,0,0,0,0,1,1,0.14814814814814814
llama,user_000064,30,rec_optimized,15,3,0.2,14,3,1,0,0,0,0,0,0.3333333333333333
llama,user_000064,90,user_facing,25,11,0.44,21,10,0,0,0,0,4,1,0.3076923076923077
llama,user_000064,90,rec_optimized,0,0,0.0,0,0,0,0,0,0,0,0,0.0
llama,user_000064,180,user_facing,16,5,0.3125,11,4,0,0,0,0,5,1,0.19230769230769232
llama,user_000064,180,rec_optimized,15,5,0.3333333333333333,14,4,1,1,0,0,0,0,0.34615384615384615
llama,user_000064,365,user_facing,3,1,0.3333333333333333,3,1,0,0,0,0,0,0,0.15384615384615385
llama,user_000064,365,rec_optimized,18,4,0.2222222222222222,17,3,0,0,0,0,1,1,0.4230769230769231
llama,user_000065,30,user_facing,25,14,0.56,21,10,1,1,1,1,2,2,0.34375
llama,user_000065,30,rec_optimized,0,0,0.0,0,0,0,0,0,0,0,0,0.0
llama,user_000065,90,user_facing,6,2,0.3333333333333333,5,2,0,0,0,0,1,0,0.11764705882352941
llama,user_000065,90,rec_optimized,10,4,0.4,9,3,0,0,0,0,1,1,0.23529411764705882
llama,user_000065,180,user_facing,33,8,0.24242424242424243,25,8,0,0,0,0,8,0,0.5142857142857142
llama,user_000065,180,rec_optimized,21,7,0.3333333333333333,21,7,0,0,0,0,0,0,0.42857142857142855
llama,user_000065,365,user_facing,0,0,0.0,0,0,0,0,0,0,0,0,0.0
llama,user_000065,365,rec_optimized,29,13,0.4482758620689655,29,13,0,0,0,0,0,0,0.5142857142857142
llama,user_000066,30,user_facing,13,4,0.3076923076923077,11,4,0,0,0,0,2,0,0.23809523809523808
llama,user_000066,30,rec_optimized,17,7,0.4117647058823529,16,7,1,0,0,0,0,0,0.3333333333333333
llama,user_000066,90,user_facing,17,4,0.23529411764705882,13,4,1,0,0,0,3,0,0.2647058823529412
llama,user_000066,90,rec_optimized,12,3,0.25,12,3,0,0,0,0,0,0,0.23529411764705882
llama,user_000066,180,user_facing,5,2,0.4,3,2,2,0,0,0,0,0,0.029411764705882353
llama,user_000066,180,rec_optimized,19,7,0.3684210526315789,18,7,0,0,0,0,1,0,0.3235294117647059
llama,user_000066,365,user_facing,16,8,0.5,16,8,0,0,0,0,0,0,0.20588235294117646
llama,user_000066,365,rec_optimized,19,8,0.42105263157894735,19,8,0,0,0,0,0,0,0.3235294117647059
llama,user_000067,30,user_facing,6,3,0.5,6,3,0,0,0,0,0,0,0.13636363636363635
llama,user_000067,30,rec_optimized,6,3,0.5,6,3,0,0,0,0,0,0,0.09090909090909091
llama,user_000067,90,user_facing,22,5,0.22727272727272727,15,5,0,0,0,0,7,0,0.36
llama,user_000067,90,rec_optimized,0,0,0.0,0,0,0,0,0,0,0,0,0.0
llama,user_000067,180,user_facing,6,4,0.6666666666666666,6,4,0,0,0,0,0,0,0.10344827586206896
llama,user_000067,180,rec_optimized,17,8,0.47058823529411764,14,6,1,0,0,0,2,2,0.3103448275862069
llama,user_000067,365,user_facing,9,1,0.1111111111111111,9,1,0,0,0,0,0,0,0.2413793103448276
llama,user_000067,365,rec_optimized,17,5,0.29411764705882354,17,5,0,0,0,0,0,0,0.3793103448275862
llama,user_000068,30,user_facing,3,1,0.3333333333333333,2,0,0,0,0,0,1,1,0.08571428571428572
llama,user_000068,30,rec_optimized,20,10,0.5,17,7,0,0,0,0,3,3,0.2857142857142857
llama,user_000068,90,user_facing,13,1,0.07692307692307693,6,1,0,0,0,0,7,0,0.11764705882352941
llama,user_000068,90,rec_optimized,9,3,0.3333333333333333,9,3,0,0,0,0,0,0,0.14705882352941177
llama,user_000068,180,user_facing,5,0,0.0,4,0,1,0,0,0,0,0,0.14705882352941177
llama,user_000068,180,rec_optimized,14,2,0.14285714285714285,5,0,1,0,3,2,5,0,0.14705882352941177
llama,user_000068,365,user_facing,20,2,0.1,14,1,0,0,0,0,6,1,0.35294117647058826
llama,user_000068,365,rec_optimized,0,0,0.0,0,0,0,0,0,0,0,0,0.0
llama,user_000069,30,user_facing,4,0,0.0,4,0,0,0,0,0,0,0,0.125
llama,user_000069,30,rec_optimized,19,6,0.3157894736842105,19,6,0,0,0,0,0,0,0.34375
llama,user_000069,90,user_facing,8,0,0.0,8,0,0,0,0,0,0,0,0.27586206896551724
llama,user_000069,90,rec_optimized,18,5,0.2777777777777778,18,5,0,0,0,0,0,0,0.3793103448275862
llama,user_000069,180,user_facing,14,3,0.21428571428571427,8,2,0,0,0,0,6,1,0.17647058823529413
llama,user_000069,180,rec_optimized,13,5,0.38461538461538464,12,4,0,0,0,0,1,1,0.23529411764705882
llama,user_000069,365,user_facing,9,2,0.2222222222222222,9,2,0,0,0,0,0,0,0.20588235294117646
llama,user_000069,365,rec_optimized,11,4,0.36363636363636365,10,3,0,0,0,0,1,1,0.20588235294117646
llama,user_000072,30,user_facing,22,8,0.36363636363636365,17,8,0,0,0,0,5,0,0.24
llama,user_000072,30,rec_optimized,25,8,0.32,22,8,1,0,0,0,2,0,0.52
llama,user_000072,90,user_facing,8,2,0.25,8,2,0,0,0,0,0,0,0.14285714285714285
llama,user_000072,90,rec_optimized,16,4,0.25,14,4,2,0,0,0,0,0,0.39285714285714285
llama,user_000072,180,user_facing,11,4,0.36363636363636365,4,2,5,0,0,0,2,2,0.08
llama,user_000072,180,rec_optimized,9,1,0.1111111111111111,9,1,0,0,0,0,0,0,0.28
llama,user_000072,365,user_facing,16,7,0.4375,16,7,0,0,0,0,0,0,0.36
llama,user_000072,365,rec_optimized,0,0,0.0,0,0,0,0,0,0,0,0,0.0
llama,user_000074,30,user_facing,10,3,0.3,7,3,0,0,0,0,3,0,0.13157894736842105
llama,user_000074,30,rec_optimized,13,1,0.07692307692307693,13,1,0,0,0,0,0,0,0.34210526315789475
llama,user_000074,90,user_facing,1,0,0.0,1,0,0,0,0,0,0,0,0.030303030303030304
llama,user_000074,90,rec_optimized,8,0,0.0,8,0,0,0,0,0,0,0,0.2727272727272727
llama,user_000074,180,user_facing,11,3,0.2727272727272727,4,0,1,1,1,0,5,2,0.125
llama,user_000074,180,rec_optimized,9,1,0.1111111111111111,8,0,0,0,0,0,1,1,0.25
llama,user_000074,365,user_facing,9,3,0.3333333333333333,6,2,0,0,0,0,3,1,0.125
llama,user_000074,365,rec_optimized,7,2,0.2857142857142857,6,1,0,0,0,0,1,1,0.15625
llama,user_000075,30,user_facing,5,2,0.4,5,2,0,0,0,0,0,0,0.125
llama,user_000075,30,rec_optimized,17,4,0.23529411764705882,16,4,1,0,0,0,0,0,0.4166666666666667
llama,user_000075,90,user_facing,11,3,0.2727272727272727,8,2,0,0,0,0,3,1,0.18518518518518517
llama,user_000075,90,rec_optimized,27,10,0.37037037037037035,25,9,0,0,0,0,2,1,0.5555555555555556
llama,user_000075,180,user_facing,10,3,0.3,10,3,0,0,0,0,0,0,0.15384615384615385
llama,user_000075,180,rec_optimized,34,13,0.38235294117647056,33,12,0,0,0,0,1,1,0.7692307692307693
llama,user_000075,365,user_facing,22,8,0.36363636363636365,18,7,0,0,0,0,4,1,0.38461538461538464
llama,user_000075,365,rec_optimized,24,10,0.4166666666666667,21,9,0,0,0,0,3,1,0.46153846153846156
llama,user_000079,30,user_facing,5,2,0.4,5,2,0,0,0,0,0,0,0.1
llama,user_000079,30,rec_optimized,27,13,0.48148148148148145,26,12,0,0,0,0,1,1,0.5
llama,user_000079,90,user_facing,1,1,1.0,1,1,0,0,0,0,0,0,0.034482758620689655
llama,user_000079,90,rec_optimized,18,5,0.2777777777777778,17,4,0,0,1,1,0,0,0.4827586206896552
llama,user_000079,180,user_facing,16,4,0.25,11,3,0,0,0,0,5,1,0.38461538461538464
llama,user_000079,180,rec_optimized,23,9,0.391304347826087,22,8,0,0,0,0,1,1,0.5384615384615384
llama,user_000079,365,user_facing,4,1,0.25,3,0,0,0,0,0,1,1,0.15384615384615385
llama,user_000079,365,rec_optimized,30,10,0.3333333333333333,21,8,0,0,0,0,9,2,0.5
llama,user_000082,30,user_facing,5,2,0.4,4,1,0,0,0,0,1,1,0.12121212121212122
llama,user_000082,30,rec_optimized,20,2,0.1,7,1,1,0,0,0,12,1,0.24242424242424243
llama,user_000082,90,user_facing,7,2,0.2857142857142857,6,1,0,0,0,0,1,1,0.16129032258064516
llama,user_000082,90,rec_optimized,11,4,0.36363636363636365,11,4,0,0,0,0,0,0,0.2903225806451613
llama,user_000082,180,user_facing,14,7,0.5,6,4,0,0,0,0,8,3,0.09090909090909091
llama,user_000082,180,rec_optimized,15,7,0.4666666666666667,13,5,0,0,2,2,0,0,0.2727272727272727
llama,user_000082,365,user_facing,17,3,0.17647058823529413,8,1,5,0,0,0,4,2,0.30303030303030304
llama,user_000082,365,rec_optimized,9,0,0.0,9,0,0,0,0,0,0,0,0.3333333333333333
llama,user_000083,30,user_facing,8,2,0.25,7,1,0,0,0,0,1,1,0.175
llama,user_000083,30,rec_optimized,8,1,0.125,6,0,0,0,2,1,0,0,0.15
llama,user_000083,90,user_facing,6,2,0.3333333333333333,5,1,0,0,0,0,1,1,0.11428571428571428
llama,user_000083,90,rec_optimized,10,0,0.0,9,0,0,0,1,0,0,0,0.2571428571428571
llama,user_000083,180,user_facing,9,1,0.1111111111111111,6,1,0,0,0,0,3,0,0.15625
llama,user_000083,180,rec_optimized,12,4,0.3333333333333333,9,2,0,0,0,0,3,2,0.21875
llama,user_000083,365,user_facing,2,1,0.5,2,1,0,0,0,0,0,0,0.03125
llama,user_000083,365,rec_optimized,10,3,0.3,7,2,1,0,0,0,2,1,0.15625
llama,user_000084,30,user_facing,18,2,0.1111111111111111,13,2,0,0,0,0,5,0,0.3333333333333333
llama,user_000084,30,rec_optimized,14,2,0.14285714285714285,8,1,0,0,0,0,6,1,0.3333333333333333
llama,user_000084,90,user_facing,11,2,0.18181818181818182,8,2,0,0,0,0,3,0,0.25
llama,user_000084,90,rec_optimized,15,4,0.26666666666666666,15,4,0,0,0,0,0,0,0.3125
llama,user_000084,180,user_facing,4,1,0.25,3,0,0,0,0,0,1,1,0.10810810810810811
llama,user_000084,180,rec_optimized,25,4,0.16,14,4,0,0,0,0,11,0,0.43243243243243246
llama,user_000084,365,user_facing,4,1,0.25,3,0,0,0,0,0,1,1,0.08108108108108109
llama,user_000084,365,rec_optimized,13,3,0.23076923076923078,13,3,0,0,0,0,0,0,0.2702702702702703
llama,user_000085,30,user_facing,10,2,0.2,10,2,0,0,0,0,0,0,0.27586206896551724
llama,user_000085,30,rec_optimized,14,3,0.21428571428571427,13,3,1,0,0,0,0,0,0.3448275862068966
llama,user_000085,90,user_facing,6,1,0.16666666666666666,3,0,0,0,0,0,3,1,0.08333333333333333
llama,user_000085,90,rec_optimized,16,4,0.25,15,3,0,0,0,0,1,1,0.4166666666666667
llama,user_000085,180,user_facing,8,1,0.125,5,1,3,0,0,0,0,0,0.16129032258064516
llama,user_000085,180,rec_optimized,18,4,0.2222222222222222,17,4,1,0,0,0,0,0,0.3870967741935484
llama,user_000085,365,user_facing,1,0,0.0,1,0,0,0,0,0,0,0,0.06451612903225806
llama,user_000085,365,rec_optimized,8,1,0.125,4,1,0,0,0,0,4,0,0.12903225806451613
llama,user_000086,30,user_facing,9,3,0.3333333333333333,9,3,0,0,0,0,0,0,0.10810810810810811
llama,user_000086,30,rec_optimized,13,4,0.3076923076923077,8,3,0,0,0,0,5,1,0.13513513513513514
llama,user_000086,90,user_facing,12,5,0.4166666666666667,11,4,0,0,0,0,1,1,0.16666666666666666
llama,user_000086,90,rec_optimized,12,2,0.16666666666666666,12,2,0,0,0,0,0,0,0.23333333333333334
llama,user_000086,180,user_facing,2,2,1.0,1,1,0,0,0,0,1,1,0.03333333333333333
llama,user_000086,180,rec_optimized,18,3,0.16666666666666666,18,3,0,0,0,0,0,0,0.4666666666666667
llama,user_000086,365,user_facing,6,1,0.16666666666666666,2,0,0,0,0,0,4,1,0.1
llama,user_000086,365,rec_optimized,27,8,0.2962962962962963,19,6,0,0,0,0,8,2,0.4
llama,user_000087,30,user_facing,10,1,0.1,10,1,0,0,0,0,0,0,0.17142857142857143
llama,user_000087,30,rec_optimized,16,2,0.125,14,1,1,0,0,0,1,1,0.2571428571428571
llama,user_000087,90,user_facing,10,3,0.3,10,3,0,0,0,0,0,0,0.14705882352941177
llama,user_000087,90,rec_optimized,21,8,0.38095238095238093,21,8,0,0,0,0,0,0,0.29411764705882354
llama,user_000087,180,user_facing,9,2,0.2222222222222222,9,2,0,0,0,0,0,0,0.2
llama,user_000087,180,rec_optimized,28,6,0.21428571428571427,25,6,3,0,0,0,0,0,0.52
llama,user_000087,365,user_facing,11,0,0.0,10,0,1,0,0,0,0,0,0.24
llama,user_000087,365,rec_optimized,20,5,0.25,20,5,0,0,0,0,0,0,0.4
deepseek,user_000001,30,user_facing,15,3,0.2,10,2,1,0,0,0,4,1,0.24324324324324326
